Amount,Account Balance,Suspicious Activity Flag,User Device Recognition,Known Threat Flag,Login Location Match,Spending Pattern Deviation,Transaction_Hour,Transaction_Day,Transaction_Month,High_Value_Transaction,Low_Balance,Amount_to_Balance_Ratio,Amount_Percent_of_Balance,Spending_Deviation_Amount,Location_Deviation,Unusual_Hour,High_Amount_Unusual_Hour,Location_Deviation_High_Amount,Type_Deposit,Type_Transfer,Type_Withdrawal,Location_California,Location_Florida,Location_New York,Location_Texas,Transaction_Weekday_Friday,Transaction_Weekday_Monday,Transaction_Weekday_Saturday,Transaction_Weekday_Sunday,Transaction_Weekday_Thursday,Transaction_Weekday_Wednesday
8858.36,1846.97,0,1,0,1,0,12,1,1,0,0,4.796158031803441,479.6158031803441,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
7883.49,3860.98,1,1,0,1,1,14,4,1,0,0,2.041836528549746,204.1836528549746,7883.49,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4752.42,1156.22,0,1,0,0,0,2,6,1,0,0,4.1103077269031845,411.0307726903184,0.0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
3081.96,2791.85,0,1,0,1,0,17,4,1,0,0,1.1039131758511382,110.39131758511382,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
5070.76,2834.61,0,0,0,1,0,14,2,1,0,0,1.7888739544417045,178.88739544417044,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
5021.21,1311.71,0,1,0,1,0,21,1,1,0,0,3.827987893665521,382.79878936655206,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
6103.15,1966.53,1,1,1,1,0,17,1,1,0,0,3.103512277971859,310.3512277971859,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1861.79,2039.89,0,1,0,1,0,20,6,1,0,0,0.9126913706131212,91.26913706131212,0.0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
6556.54,4571.96,0,1,0,1,0,13,4,1,0,0,1.434076413616917,143.4076413616917,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
4566.55,3050.56,0,1,0,0,1,12,5,1,0,0,1.4969546575055073,149.69546575055074,4566.55,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
6202.43,3683.05,0,1,0,1,1,2,2,1,0,0,1.6840471891502966,168.40471891502966,6202.43,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2396.81,1219.64,0,1,0,1,0,21,6,1,0,0,1.9651782493194712,196.5178249319471,0.0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
4344.51,1413.92,0,1,0,0,1,15,2,1,0,0,3.0726703066651577,307.2670306665158,4344.51,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
2102.8,3253.48,0,1,0,1,0,16,6,1,0,0,0.646323321489605,64.6323321489605,0.0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
8753.18,4340.47,0,1,0,1,0,1,2,1,0,0,2.016643358898921,201.6643358898921,0.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
4880.12,1211.92,0,1,0,1,0,10,2,1,0,0,4.026767443395603,402.67674433956034,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
2250.59,4933.89,0,0,0,1,1,15,3,1,0,0,0.4561492047856762,45.61492047856762,2250.59,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
413.05,4541.77,0,1,0,0,0,8,3,1,0,0,0.0909447197898616,9.094471978986164,0.0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
6757.71,4492.58,0,1,0,0,1,21,2,1,0,0,1.5041935814164689,150.41935814164688,6757.71,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
2147.23,1034.7,0,1,0,1,0,3,4,1,0,0,2.075219870493863,207.5219870493863,0.0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
9895.83,2625.57,0,1,0,1,0,2,3,1,0,0,3.769021583884642,376.9021583884642,0.0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
5337.47,4183.06,0,1,1,1,0,12,5,1,0,0,1.2759726133500355,127.59726133500357,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
2890.48,4034.42,0,1,0,1,1,4,4,1,0,0,0.7164549055378469,71.64549055378468,2890.48,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
6577.12,2382.56,0,1,0,1,1,23,4,1,0,0,2.760526492512256,276.0526492512256,6577.12,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2752.92,4510.56,0,1,0,1,1,6,5,1,0,0,0.6103277641800574,61.03277641800574,2752.92,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
8202.92,3544.24,0,1,0,1,0,1,5,1,0,0,2.314436945579306,231.4436945579306,0.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
3083.05,4975.8,0,1,0,1,0,16,4,1,0,0,0.6196089071104144,61.96089071104144,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
9882.49,2338.9,0,1,0,0,0,12,5,1,0,0,4.225272564025824,422.5272564025824,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
6051.84,3574.19,0,1,0,0,1,17,1,1,0,0,1.6932060131106628,169.32060131106627,6051.84,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
8444.27,2697.96,0,1,0,1,1,8,2,1,0,0,3.129872199736097,312.98721997360974,8444.27,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
729.08,3590.22,0,1,0,1,1,20,4,1,0,0,0.2030739063344308,20.30739063344308,729.08,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
3483.65,2039.08,0,1,1,1,0,13,6,1,0,0,1.7084420424897504,170.84420424897505,0.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
7375.13,2529.91,0,1,0,0,1,7,4,1,0,0,2.915174848117127,291.51748481171273,7375.13,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
6550.94,4728.92,0,0,0,1,0,9,1,1,0,0,1.3852930478840837,138.52930478840835,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1943.24,2156.24,0,1,0,1,0,20,1,1,0,0,0.90121693317998,90.121693317998,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
3562.67,3482.81,0,1,0,1,0,2,2,1,0,0,1.0229297607391732,102.29297607391732,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
2635.17,4674.35,0,1,0,1,0,14,1,1,0,0,0.5637511097799693,56.37511097799693,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
6134.09,2924.08,0,1,0,0,0,2,1,1,0,0,2.097784602336461,209.77846023364611,0.0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
3446.34,3780.37,0,0,0,1,1,5,6,1,0,0,0.9116409240365362,91.1640924036536,3446.34,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
3091.23,3992.19,0,1,0,0,0,3,3,1,0,0,0.7743193585475641,77.4319358547564,0.0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2074.57,3176.44,0,1,0,1,0,19,4,1,0,0,0.653111659593759,65.3111659593759,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
4090.86,2515.64,0,1,0,0,0,18,4,1,0,0,1.626170676249384,162.6170676249384,0.0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
1955.83,4233.7,0,1,0,1,0,21,5,1,0,0,0.4619670737180244,46.19670737180244,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
9625.73,3216.47,1,1,0,0,0,5,6,1,0,0,2.992637891850382,299.26378918503826,0.0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1545.86,1464.55,0,1,0,1,0,7,6,1,0,0,1.0555187600286775,105.55187600286776,0.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
9133.13,4498.18,0,1,0,1,1,3,5,1,0,0,2.0304056307217584,203.04056307217584,9133.13,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
4285.3,2189.78,0,0,0,1,0,13,1,1,0,0,1.9569545799121373,195.6954579912137,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
3779.28,2973.77,0,0,0,1,0,2,3,1,0,0,1.2708716544991712,127.08716544991712,0.0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
2313.97,1855.23,0,1,0,1,0,11,6,1,0,0,1.247268532742571,124.7268532742571,0.0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
6357.93,2970.64,0,1,0,1,0,17,4,1,0,0,2.1402559717771257,214.02559717771257,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
6855.59,1517.01,0,0,0,1,1,12,1,1,0,0,4.519146215252372,451.9146215252372,6855.59,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
4676.24,3265.05,0,1,0,1,0,1,6,1,0,0,1.4322108390376869,143.2210839037687,0.0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
558.01,3091.12,1,1,0,1,0,15,5,1,0,0,0.1805203292010662,18.05203292010663,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
9185.18,4273.66,0,1,0,1,0,5,4,1,0,0,2.149253801191485,214.92538011914849,0.0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
9803.31,3239.6,0,1,0,1,0,20,1,1,0,0,3.0260865538955426,302.60865538955426,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
4311.0,2634.98,0,1,0,0,0,7,6,1,0,0,1.6360655488846214,163.60655488846214,0.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
6136.99,2865.34,0,1,0,1,0,15,5,1,0,0,2.141801671005884,214.1801671005884,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
4503.54,3418.94,0,1,0,0,0,0,5,1,0,0,1.317232826548579,131.72328265485794,0.0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
3219.47,4358.31,0,1,0,0,1,15,3,1,0,0,0.7386968802127429,73.8696880212743,3219.47,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
774.11,1166.92,0,1,0,0,0,12,1,1,0,0,0.6633788091728653,66.33788091728653,0.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
4561.22,4706.38,0,1,0,1,0,1,2,1,0,0,0.9691567616724532,96.91567616724532,0.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
8184.03,1335.53,0,1,0,0,0,3,4,1,0,0,6.127926740694705,612.7926740694705,0.0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
171.3,2378.8,0,0,0,1,0,13,6,1,0,0,0.0720110980326214,7.201109803262148,0.0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
5821.49,2344.72,0,1,0,0,0,14,4,1,0,0,2.4828081817871643,248.28081817871643,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
8807.84,3126.99,0,1,0,1,0,16,1,1,0,0,2.8167151158142496,281.67151158142497,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
2176.28,2418.65,0,1,0,1,1,19,6,1,0,0,0.8997912058379675,89.97912058379674,2176.28,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
1833.38,1877.08,0,1,0,1,0,20,6,1,0,0,0.9767191595456776,97.67191595456777,0.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
7722.99,1973.7,0,1,0,0,1,14,6,1,0,0,3.9129502963976286,391.2950296397629,7722.99,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
2551.61,4941.18,0,1,0,1,0,16,6,1,0,0,0.5163968930498383,51.63968930498383,0.0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
1920.65,4346.57,0,1,0,1,0,8,1,1,0,0,0.4418771583110361,44.18771583110362,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3780.51,4221.89,0,1,0,0,0,16,3,1,0,0,0.8954544054913794,89.54544054913795,0.0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
3925.63,2677.08,0,0,0,1,1,14,3,1,0,0,1.4663850165105266,146.63850165105265,3925.63,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
8741.14,4744.73,0,0,0,0,0,14,2,1,0,0,1.8422839655786525,184.22839655786524,0.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
6184.82,1250.87,0,1,0,1,0,6,2,1,0,0,4.944414687377585,494.4414687377585,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
4060.21,1501.25,0,1,0,1,0,20,4,1,0,0,2.7045528726061616,270.45528726061616,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
5344.35,1986.88,0,1,0,1,1,18,4,1,0,0,2.689820220647447,268.9820220647447,5344.35,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
9539.7,3566.78,0,1,0,0,1,14,4,1,0,0,2.6745972557881337,267.4597255788134,9539.7,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
1133.03,1667.42,0,1,0,1,0,19,6,1,0,0,0.679510861090787,67.9510861090787,0.0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
2077.95,2344.0,0,1,0,0,0,20,6,1,0,0,0.8864974402730375,88.64974402730374,0.0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
9625.32,1708.87,0,1,0,1,0,8,4,1,0,0,5.63256420909724,563.256420909724,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
9573.29,4198.66,0,1,0,1,1,11,2,1,0,0,2.2800822167072354,228.00822167072357,9573.29,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1772.48,4636.74,0,0,0,0,1,0,2,1,0,0,0.3822685766292697,38.226857662926975,1772.48,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1451.94,4401.64,0,1,0,0,0,11,3,1,0,0,0.3298634145454875,32.98634145454876,0.0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
4211.43,1109.28,1,1,0,0,0,16,2,1,0,0,3.796543704024233,379.6543704024232,0.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
498.13,2268.82,0,1,0,1,1,11,6,1,0,0,0.2195546583686674,21.95546583686674,498.13,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
6549.38,3550.33,0,1,0,1,1,1,5,1,0,0,1.8447242932347132,184.47242932347132,6549.38,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
775.88,1002.78,0,1,0,1,0,18,3,1,0,0,0.7737290332874609,77.37290332874609,0.0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
581.24,3985.44,0,1,0,1,1,2,2,1,0,0,0.1458408607330683,14.584086073306835,581.24,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
4852.38,4475.13,0,1,0,1,0,6,6,1,0,0,1.08429922706156,108.429922706156,0.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
9577.91,1310.32,1,1,0,0,1,22,6,1,0,0,7.309596129189816,730.9596129189816,9577.91,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
4268.53,2724.89,0,1,0,1,0,22,4,1,0,0,1.5664962622344387,156.64962622344387,0.0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
3565.46,2211.29,0,1,0,1,0,8,1,1,0,0,1.6123891484156307,161.2389148415631,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
9979.57,4787.76,0,1,0,0,1,17,2,1,0,0,2.084392283656657,208.4392283656657,9979.57,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
5320.16,2298.94,0,1,0,1,0,17,2,1,0,0,2.3141795784144,231.41795784144,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3753.04,3323.75,0,1,0,0,0,1,6,1,0,0,1.129158330199323,112.91583301993232,0.0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
3859.22,1036.24,0,1,0,1,0,21,5,1,0,0,3.724253068787153,372.4253068787153,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1950.4,4346.41,1,1,0,1,0,15,3,1,0,0,0.4487381540167633,44.87381540167633,0.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
5122.72,1117.15,0,1,0,1,0,13,6,1,0,0,4.58552566799445,458.55256679944495,0.0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
4389.11,3276.93,0,1,1,1,1,8,1,1,0,0,1.3393969355463802,133.939693554638,4389.11,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
2708.68,3962.85,0,1,0,1,1,21,6,1,0,0,0.6835181750507842,68.35181750507842,2708.68,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
1606.24,2586.5,0,1,0,1,0,3,4,1,0,0,0.6210090856369611,62.10090856369611,0.0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3113.08,1126.67,0,1,0,1,0,3,1,1,0,0,2.7630805826018263,276.30805826018263,0.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5087.32,4602.88,0,0,0,1,0,2,6,1,0,0,1.1052471496106784,110.52471496106784,0.0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
584.27,2464.3,0,1,0,0,0,13,5,1,0,0,0.2370936980075477,23.70936980075477,0.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1538.29,2864.64,0,1,0,1,0,4,5,1,0,0,0.5369924318588025,53.69924318588025,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
9476.63,4252.32,0,1,0,1,0,5,4,1,0,0,2.228578752304624,222.8578752304624,0.0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
5429.01,3642.68,0,0,0,1,0,21,6,1,0,0,1.4903889444035712,149.03889444035713,0.0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
635.43,2301.48,0,1,0,1,0,3,4,1,0,0,0.2760962511079827,27.60962511079827,0.0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
6931.18,3162.56,0,1,0,1,0,18,4,1,0,0,2.19163588991197,219.163588991197,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
618.97,1375.86,0,1,0,1,0,0,3,1,0,0,0.4498786213713605,44.987862137136055,0.0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
7389.0,2924.68,0,1,0,1,0,21,2,1,0,0,2.5264302419409987,252.6430241940999,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
7499.88,2713.12,0,1,0,1,0,12,4,1,0,0,2.7643008786931653,276.43008786931654,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
6511.14,4039.79,0,1,0,0,1,13,6,1,0,0,1.6117520960247935,161.17520960247936,6511.14,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
7322.31,4199.99,0,1,0,1,0,11,1,1,0,0,1.743411293836414,174.3411293836414,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
880.57,4489.01,1,1,0,0,0,0,1,1,0,0,0.1961612916879223,19.616129168792227,0.0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
7268.08,4428.95,0,1,0,1,1,22,6,1,0,0,1.641039072466386,164.10390724663858,7268.08,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
1367.75,4993.39,0,1,0,1,0,15,6,1,0,0,0.2739121118118152,27.39121118118152,0.0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
3395.72,3829.83,1,1,0,0,0,19,2,1,0,0,0.8866503212936344,88.66503212936344,0.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
9427.51,3482.92,0,1,0,0,0,15,5,1,0,0,2.7067833886509023,270.6783388650902,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
5029.25,1588.71,0,1,1,1,0,0,5,1,0,0,3.165618646574894,316.56186465748937,0.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
9674.3,2872.64,0,1,0,0,0,8,4,1,0,0,3.367738386988972,336.7738386988972,0.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
890.14,2721.82,0,1,0,1,0,19,6,1,0,0,0.3270385256923676,32.70385256923676,0.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
4776.09,3938.4,0,1,0,0,0,13,2,1,0,0,1.2126980499695308,121.26980499695308,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
624.96,2098.71,1,1,0,1,0,11,1,1,0,0,0.2977829237960461,29.77829237960461,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
6302.47,4483.39,0,0,0,0,0,7,5,1,0,0,1.4057376226471487,140.57376226471487,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
787.99,1879.26,0,1,0,1,0,0,5,1,0,0,0.4193086640486149,41.93086640486149,0.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1754.5,2934.3,0,1,0,1,0,20,2,1,0,0,0.5979279555600995,59.79279555600995,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
2589.04,4777.39,0,1,0,1,0,19,5,1,0,0,0.5419360780677315,54.19360780677314,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
7487.69,2375.92,0,1,0,1,1,6,2,1,0,0,3.1514907909357213,315.14907909357214,7487.69,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1640.46,3911.83,0,1,0,1,1,9,3,1,0,0,0.4193587144635631,41.93587144635631,1640.46,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
8466.47,2342.48,0,1,0,0,0,12,4,1,0,0,3.6143190123288136,361.4319012328814,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1319.91,3057.59,0,1,0,1,0,8,6,1,0,0,0.4316831229824797,43.16831229824797,0.0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
353.41,4102.55,0,1,0,0,0,3,5,1,0,0,0.0861439836199437,8.61439836199437,0.0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
3951.06,4258.31,0,1,0,0,0,14,3,1,0,0,0.9278469627622224,92.78469627622223,0.0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
9794.44,4369.96,0,1,0,0,0,20,1,1,0,0,2.2413111332826845,224.13111332826844,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1104.31,1398.2,0,1,0,1,1,2,4,1,0,0,0.7898083249892719,78.98083249892719,1104.31,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1018.08,4419.53,0,1,0,1,0,23,4,1,0,0,0.2303593368525612,23.03593368525613,0.0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
7511.91,1585.51,0,1,0,1,0,3,3,1,0,0,4.737850912324741,473.7850912324741,0.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
3122.3,2091.25,0,1,0,1,1,5,3,1,0,0,1.4930304841601914,149.30304841601912,3122.3,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
7173.1,4884.36,0,1,0,1,0,3,5,1,0,0,1.4685854441523558,146.85854441523557,0.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
2000.91,1576.88,0,1,0,1,0,8,3,1,0,0,1.2689044188524174,126.89044188524174,0.0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
4601.26,2004.33,0,1,0,1,1,15,5,1,0,0,2.295659896324458,229.5659896324458,4601.26,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
2653.63,2343.13,0,1,0,1,0,0,2,1,0,0,1.1325150546491232,113.25150546491231,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
4515.83,4224.79,0,1,0,1,0,15,1,1,0,0,1.0688886311508974,106.88886311508972,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
7691.2,2283.52,0,1,0,1,0,11,1,1,0,0,3.3681334080717487,336.8133408071749,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
7620.34,4303.91,0,1,0,0,0,18,5,1,0,0,1.770562116772888,177.0562116772888,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
5158.21,1822.37,0,1,0,1,0,21,3,1,0,0,2.830495453722351,283.04954537223506,0.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
9283.79,3404.07,0,1,0,1,0,17,4,1,0,0,2.72726177781303,272.72617778130297,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2638.58,4838.91,0,1,1,1,0,5,4,1,0,0,0.5452839585774483,54.528395857744826,0.0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
2403.87,1164.09,0,1,0,1,0,23,5,1,0,0,2.0650207458186225,206.50207458186225,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
6138.45,4634.24,0,1,0,1,0,14,3,1,0,0,1.3245861241541224,132.45861241541223,0.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
6213.35,1659.36,1,1,0,1,0,17,6,1,0,0,3.744425561662328,374.4425561662328,0.0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
466.35,3323.87,0,1,0,0,0,20,6,1,0,0,0.1403033211286843,14.030332112868434,0.0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
6078.17,1195.21,0,1,0,1,1,17,6,1,0,0,5.085441052200031,508.54410522000313,6078.17,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
3744.99,3285.19,0,1,0,0,0,3,5,1,0,0,1.1399614634161188,113.99614634161188,0.0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
7474.68,3460.04,0,1,0,0,0,17,5,1,0,0,2.1602871643102395,216.02871643102395,0.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
8081.25,4230.67,0,0,0,0,0,1,4,1,0,0,1.910158438261552,191.0158438261552,0.0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
5521.99,2664.36,0,1,0,1,0,8,2,1,0,0,2.0725389962317404,207.25389962317405,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
18.05,4663.0,0,1,0,1,0,4,1,1,0,0,0.0038708985631567,0.3870898563156766,0.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
6364.02,2481.61,0,1,0,1,1,16,5,1,0,0,2.564472257929328,256.4472257929328,6364.02,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
7489.06,1366.36,0,0,0,1,0,9,4,1,0,0,5.481029889633772,548.1029889633772,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
